ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Total_Spending,Spending_to_Income,Spender_Type,Income_Group,Spender_Class,Customer_Type,Risk_Score,Risk_Level,Alert,spending_norm
8346,1974,Graduation,Single,32233.0,1,0,19-08-2012,26,138,15,35,25,11,72,2,6,2,2,9,1,0,0,0,0,0,3,11,1,281,0.008717773710172804,Normal Spender,Low Income,Saver,Low Income - Saver,4.03151039347833,Low Risk,Normal,0.11404220779220779
1676,1975,Graduation,Married,43057.0,0,1,30-10-2013,30,213,2,44,0,2,5,4,4,2,5,5,0,0,0,0,0,0,3,11,0,264,0.006131407204403465,Normal Spender,Low Income,Saver,Low Income - Saver,3.643484218593956,Low Risk,Normal,0.10714285714285714
9286,1960,Master,Together,83151.0,0,0,10-10-2012,93,407,28,100,120,74,18,1,5,9,4,3,0,0,0,0,0,0,3,11,0,719,0.008646919459777995,Normal Spender,Low Income,Saver,Low Income - Saver,9.3593428037429,Low Risk,Normal,0.29180194805194803
2426,1964,PhD,Divorced,78825.0,0,0,14-09-2012,35,483,74,114,169,37,18,1,5,10,13,3,0,0,0,0,0,0,3,11,1,821,0.010415477323184269,Normal Spender,Low Income,Saver,Low Income - Saver,10.725024971064457,Low Risk,Normal,0.33319805194805197
5172,1976,Master,Together,65104.0,0,1,14-11-2013,4,738,0,232,13,20,50,2,3,5,7,7,0,0,0,0,0,0,3,11,0,1053,0.016174121405750797,Normal Spender,Low Income,Saver,Low Income - Saver,13.95280538151944,Low Risk,Normal,0.4273538961038961
5562,1974,Graduation,Married,60093.0,0,1,26-06-2013,92,502,12,109,16,6,90,2,7,2,10,6,0,0,0,0,0,0,3,11,0,723,0.012031351405321751,Normal Spender,Low Income,Saver,Low Income - Saver,9.644954338632262,Low Risk,Normal,0.2934253246753247
3436,1969,Graduation,Married,14045.0,1,0,26-01-2014,24,11,0,5,2,1,1,1,1,0,3,7,0,0,0,0,0,0,3,11,0,20,0.001423994304022784,Normal Spender,Low Income,Saver,Low Income - Saver,0.3431860947880883,Low Risk,Normal,0.008116883116883116
3921,1952,2n Cycle,Widow,28457.0,0,0,28-10-2012,96,24,1,108,29,29,14,1,4,1,4,8,0,0,0,0,0,0,3,11,0,204,0.007168710686298626,Normal Spender,Low Income,Saver,Low Income - Saver,2.9855759818071372,Low Risk,Normal,0.08279220779220779
3403,1958,PhD,Together,78952.0,0,1,24-09-2012,11,1170,19,594,99,76,134,2,2,5,12,6,0,0,0,0,0,0,3,11,0,2073,0.026256459621035566,Normal Spender,Low Income,Saver,Low Income - Saver,27.07740022542054,Low Risk,Normal,0.841314935064935
22,1976,Graduation,Divorced,46310.0,1,0,03-12-2012,99,185,2,88,15,5,14,2,6,1,5,8,0,0,0,0,0,0,3,11,0,307,0.006629237745627294,Normal Spender,Low Income,Saver,Low Income - Saver,4.201871317518586,Low Risk,Normal,0.12459415584415584
10965,1955,Graduation,Together,76005.0,0,0,22-02-2013,72,983,20,389,240,50,40,1,3,5,13,6,0,0,0,1,0,0,3,11,0,1702,0.022393263601078878,Normal Spender,Low Income,Saver,Low Income - Saver,22.289931049478117,Low Risk,Normal,0.6907467532467533
9426,1964,Master,Single,58308.0,0,1,12-01-2013,77,691,0,69,10,0,130,4,2,6,3,8,0,0,0,0,0,0,3,11,0,900,0.015435274747890512,Normal Spender,Low Income,Saver,Low Income - Saver,12.038261440144543,Low Risk,Normal,0.3652597402597403
6605,1944,PhD,Divorced,55614.0,0,0,27-11-2013,85,504,13,131,8,0,26,1,9,4,6,7,0,1,0,0,0,0,3,11,0,669,0.012029345128924371,Normal Spender,Low Income,Saver,Low Income - Saver,8.987346366816915,Low Risk,Normal,0.2715097402597403
3136,1962,Master,Divorced,59432.0,0,1,13-04-2013,88,317,25,265,25,19,12,3,5,3,11,5,0,0,0,0,0,0,3,11,0,638,0.01073495759860008,Normal Spender,Low Income,Saver,Low Income - Saver,8.51930417475915,Low Risk,Normal,0.25892857142857145
8737,1978,Graduation,Divorced,55563.0,0,1,05-04-2014,22,29,1,9,2,0,2,1,2,0,3,3,0,0,0,0,0,0,3,11,0,42,0.0007558987095729172,Normal Spender,Low Income,Saver,Low Income - Saver,0.5642765460337404,Low Risk,Normal,0.017045454545454544
11088,1971,PhD,Together,78642.0,0,1,21-04-2013,83,1396,0,322,46,35,17,1,4,9,4,6,0,0,0,0,0,0,3,11,0,1816,0.02309198647033392,Normal Spender,Low Income,Saver,Low Income - Saver,23.726828663312986,Low Risk,Normal,0.737012987012987
716,1949,PhD,Together,67911.0,0,1,22-05-2014,63,529,0,356,63,28,0,3,6,7,11,3,0,0,0,0,0,0,3,11,0,976,0.01437175126268204,Normal Spender,Low Income,Saver,Low Income - Saver,12.889139471504626,Low Risk,Normal,0.3961038961038961
466,1944,Graduation,Married,65275.0,0,0,03-04-2013,9,388,14,218,91,14,21,1,4,3,13,2,0,0,0,0,0,0,3,11,0,732,0.011214094216775182,Normal Spender,Low Income,Saver,Low Income - Saver,9.697324257511925,Low Risk,Normal,0.29707792207792205
9135,1950,Graduation,Together,27203.0,1,1,06-08-2012,92,13,2,21,4,0,24,2,1,1,2,8,0,0,0,0,0,0,3,11,0,62,0.0022791603867220525,Normal Spender,Low Income,Saver,Low Income - Saver,0.9144113569406735,Low Risk,Normal,0.025162337662337664
10623,1961,Master,Together,48330.0,0,1,15-11-2013,2,28,0,4,0,0,0,1,1,0,3,5,0,0,0,0,0,0,3,11,0,32,0.0006621146285950755,Normal Spender,Low Income,Saver,Low Income - Saver,0.4359584136120449,Low Risk,Normal,0.012987012987012988
8151,1990,Basic,Married,24279.0,0,0,29-12-2012,6,16,36,21,20,62,108,1,4,1,3,8,0,0,0,0,0,0,3,11,0,227,0.009349643725029862,Normal Spender,Low Income,Saver,Low Income - Saver,3.4182737620507915,Low Risk,Normal,0.09212662337662338
5140,1985,PhD,Married,64355.0,1,0,24-08-2012,66,1047,0,140,67,38,153,2,4,3,12,8,0,0,0,0,0,0,3,11,0,1445,0.022453577810581927,Normal Spender,Low Income,Saver,Low Income - Saver,19.165094602584894,Low Risk,Normal,0.5864448051948052
10160,1956,Master,Together,50943.0,0,1,21-06-2013,49,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,3,11,0,46,0.0009029699860628545,Normal Spender,Low Income,Saver,Low Income - Saver,0.6232728340893348,Low Risk,Normal,0.018668831168831168
4945,1953,Graduation,Widow,53653.0,0,0,07-11-2012,29,815,10,239,28,10,108,2,10,4,12,6,0,0,0,0,0,0,3,11,0,1200,0.022365944122416267,Normal Spender,Low Income,Saver,Low Income - Saver,16.176005698958747,Low Risk,Normal,0.487012987012987
10584,1976,Graduation,Married,65665.0,0,1,02-12-2013,77,225,162,387,106,36,29,1,5,10,8,3,0,0,0,0,0,0,3,11,0,783,0.011924160511688113,Normal Spender,Low Income,Saver,Low Income - Saver,10.367970456597387,Low Risk,Normal,0.317775974025974
6071,1989,Graduation,Single,81217.0,0,0,19-07-2013,77,493,70,324,146,40,84,1,3,7,11,1,0,0,0,0,0,0,3,11,0,1087,0.013383897459891402,Normal Spender,Low Income,Saver,Low Income - Saver,14.171450744270317,Low Risk,Normal,0.4411525974025974
3386,1992,Graduation,Married,34935.0,0,0,21-06-2013,71,34,4,66,3,10,20,1,2,1,4,7,0,0,0,0,0,0,3,11,0,133,0.0038070702733648204,Normal Spender,Low Income,Saver,Low Income - Saver,1.8858131009537191,Low Risk,Normal,0.05397727272727273
8939,1959,Graduation,Divorced,61250.0,0,1,16-12-2012,49,382,138,65,60,26,59,6,5,2,12,5,0,0,0,0,0,0,3,11,0,592,0.00966530612244898,Normal Spender,Low Income,Saver,Low Income - Saver,7.884363636363637,Low Risk,Normal,0.24025974025974026
9925,1981,PhD,Together,39665.0,1,0,25-05-2013,97,127,1,56,0,1,31,3,4,2,3,7,1,0,0,0,0,0,3,11,0,215,0.005420395814950208,Normal Spender,Low Income,Saver,Low Income - Saver,2.9971225122413196,Low Risk,Normal,0.0872564935064935
4320,1979,Graduation,Single,60152.0,0,1,28-03-2013,6,325,83,300,86,58,91,1,6,4,12,3,0,0,0,0,0,0,3,11,0,860,0.014297113977922596,Normal Spender,Low Income,Saver,Low Income - Saver,11.471577199233803,Low Risk,Normal,0.349025974025974
5389,1964,Graduation,Married,48920.0,0,2,20-10-2013,93,238,17,68,8,10,6,3,6,2,5,7,0,1,0,0,0,0,3,11,0,330,0.006745707277187245,Normal Spender,Low Income,Saver,Low Income - Saver,4.490056652260249,Low Risk,Normal,0.13392857142857142
6036,1959,Master,Together,89120.0,0,0,17-03-2014,78,1168,92,408,72,129,55,1,5,6,7,1,0,0,1,0,0,0,3,11,0,1832,0.020556552962298025,Normal Spender,Low Income,Saver,Low Income - Saver,23.74415351255567,Low Risk,Normal,0.7435064935064936
182,1946,PhD,Together,44124.0,0,1,11-05-2013,62,284,0,55,0,6,52,4,6,2,5,8,0,0,0,0,0,0,3,11,0,397,0.008997371045236152,Normal Spender,Low Income,Saver,Low Income - Saver,5.463419869270426,Low Risk,Normal,0.16112012987012986
203,1975,Master,Single,81169.0,0,0,14-04-2013,47,1288,20,613,80,61,27,1,5,7,9,2,0,0,0,0,0,0,3,11,0,2069,0.02549002698074388,Normal Spender,Low Income,Saver,Low Income - Saver,26.975048641898823,Low Risk,Normal,0.8396915584415584
11025,1961,Graduation,Married,36443.0,1,1,03-02-2013,9,65,0,46,4,3,20,4,3,1,3,8,0,0,0,0,0,0,3,11,0,138,0.0037867354498806356,Normal Spender,Low Income,Saver,Low Income - Saver,1.9452662866864496,Low Risk,Normal,0.056006493506493504
10203,1990,Graduation,Single,26095.0,1,0,30-06-2013,77,11,7,9,3,1,11,1,1,0,3,7,0,0,0,0,0,0,3,11,0,35,0.0013412531136232995,Normal Spender,Low Income,Saver,Low Income - Saver,0.5200240815899946,Low Risk,Normal,0.014204545454545454
4607,1959,Graduation,Together,71367.0,0,0,23-08-2013,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,3,11,0,754,0.010565107122339457,Normal Spender,Low Income,Saver,Low Income - Saver,9.919752303758568,Low Risk,Normal,0.3060064935064935
3711,1944,Master,Married,80184.0,0,0,01-03-2014,19,1035,134,670,25,38,0,1,6,3,10,3,0,0,1,1,0,0,3,11,0,1768,0.02204928664072633,Normal Spender,Low Income,Saver,Low Income - Saver,23.06942409082487,Low Risk,Normal,0.7175324675324676
3696,1965,Graduation,Divorced,30630.0,1,1,27-01-2014,67,27,1,12,2,0,10,2,2,0,3,7,0,0,0,0,0,0,3,11,0,51,0.0016650342801175317,Normal Spender,Low Income,Saver,Low Income - Saver,0.7374939580497856,Low Risk,Normal,0.020698051948051948
2532,1987,Master,Single,73454.0,0,0,01-03-2014,95,982,73,351,56,14,175,1,2,4,6,5,1,0,0,0,0,0,3,11,0,1578,0.021482832793312822,Normal Spender,Low Income,Saver,Low Income - Saver,20.716460633194234,Low Risk,Normal,0.640422077922078
9214,1991,Graduation,Married,42691.0,0,0,16-08-2013,48,179,2,64,38,17,58,1,5,1,6,5,0,0,0,0,0,0,3,11,0,356,0.00833899416738891,Normal Spender,Low Income,Saver,Low Income - Saver,4.918145176132809,Low Risk,Normal,0.1444805194805195
4943,1953,Graduation,Married,70503.0,0,0,30-09-2012,73,1379,33,216,0,33,66,1,2,4,9,6,0,1,1,0,0,0,3,11,0,1694,0.024027346354055856,Normal Spender,Low Income,Saver,Low Income - Saver,22.30691424478391,Low Risk,Normal,0.6875
35,1987,Graduation,Married,25545.0,1,0,08-09-2012,35,32,1,64,16,12,85,3,2,2,3,6,0,0,0,0,0,0,3,11,1,209,0.008181640242708945,Normal Spender,Low Income,Saver,Low Income - Saver,3.1173576741324833,Low Risk,Normal,0.08482142857142858
2258,1986,Graduation,Married,32880.0,1,0,04-12-2012,76,8,4,15,7,6,2,1,1,0,3,8,0,0,0,0,0,0,3,11,0,38,0.0011557177615571777,Normal Spender,Low Income,Saver,Low Income - Saver,0.5435625809713401,Low Risk,Normal,0.015422077922077922
4322,1958,PhD,Together,77863.0,0,0,27-11-2013,20,881,38,319,16,25,12,1,4,5,10,2,0,0,0,0,0,0,3,11,0,1253,0.01609236736318919,Normal Spender,Low Income,Saver,Low Income - Saver,16.382147533605064,Low Risk,Normal,0.5085227272727273
713,1977,Master,Married,50353.0,0,0,08-06-2014,72,141,15,153,67,31,35,1,4,4,6,3,0,0,0,0,0,0,3,11,0,427,0.008480130280221635,Normal Spender,Low Income,Saver,Low Income - Saver,5.792472755979151,Low Risk,Normal,0.17329545454545456
4702,1964,Graduation,Single,61839.0,0,0,12-08-2012,20,1000,155,379,224,17,120,1,4,8,4,8,0,0,0,0,0,0,3,11,0,1740,0.028137583078639693,Normal Spender,Low Income,Saver,Low Income - Saver,23.154695750569715,Low Risk,Normal,0.7061688311688312
3281,1960,PhD,Married,49154.0,1,1,03-11-2013,69,206,10,67,30,27,71,6,4,1,8,6,0,0,0,0,0,0,3,11,0,401,0.00815803393416609,Normal Spender,Low Income,Saver,Low Income - Saver,5.453367570196821,Low Risk,Normal,0.1627435064935065
702,1975,2n Cycle,Widow,47682.0,0,1,15-02-2013,80,162,61,83,97,57,61,4,4,3,8,5,0,0,0,0,0,0,3,11,0,460,0.009647246340338074,Normal Spender,Low Income,Saver,Low Income - Saver,6.275956594473016,Low Risk,Normal,0.18668831168831168
2004,1969,Graduation,Single,72679.0,0,1,18-09-2013,65,619,54,260,127,54,54,1,4,7,5,1,0,0,0,0,0,0,3,11,0,1114,0.015327673743447214,Normal Spender,Low Income,Saver,Low Income - Saver,14.636248850352992,Low Risk,Normal,0.45211038961038963
4769,1977,Master,Together,57954.0,1,1,18-06-2014,52,456,4,24,0,0,9,7,8,2,6,7,0,1,0,0,0,0,3,11,0,489,0.008437726472719743,Normal Spender,Low Income,Saver,Low Income - Saver,6.544374619324148,Low Risk,Normal,0.1984577922077922
4437,1962,Graduation,Married,65316.0,1,1,24-04-2013,65,112,6,92,3,9,38,2,3,2,5,4,0,0,0,0,0,0,3,11,0,254,0.003888786820993325,Normal Spender,Low Income,Saver,Low Income - Saver,3.3647475450020004,Low Risk,Normal,0.10308441558441558
8724,1982,Graduation,Single,28567.0,1,0,17-06-2013,57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,3,11,0,43,0.0015052333111632303,Normal Spender,Low Income,Saver,Low Income - Saver,0.628905292820387,Low Risk,Normal,0.0174512987012987
10741,1951,Master,Together,47352.0,0,1,11-04-2013,70,172,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0,0,3,11,0,307,0.006483358675451935,Normal Spender,Low Income,Saver,Low Income - Saver,4.191659782606311,Low Risk,Normal,0.12459415584415584
1991,1967,Graduation,Together,44931.0,0,1,18-01-2014,0,78,0,11,0,0,7,1,2,1,3,5,0,0,0,0,0,0,3,11,0,96,0.0021366094678507046,Normal Spender,Low Income,Saver,Low Income - Saver,1.318393831580718,Low Risk,Normal,0.03896103896103896
6931,1967,Graduation,Divorced,76982.0,0,0,15-02-2014,19,464,151,292,65,60,30,1,8,3,4,4,0,0,1,0,0,0,3,11,1,911,0.011833935205632485,Normal Spender,Low Income,Saver,Low Income - Saver,11.920096243615053,Low Risk,Normal,0.369724025974026
11096,1952,2n Cycle,Together,57247.0,0,1,08-08-2013,50,99,4,32,37,54,6,2,2,1,7,2,0,0,0,0,0,0,3,11,0,228,0.003982741453700631,Normal Spender,Low Income,Saver,Low Income - Saver,3.0547659277330697,Low Risk,Normal,0.09253246753246754
304,1981,Master,Single,22944.0,1,0,23-12-2013,67,19,3,19,4,5,26,3,3,0,3,7,0,0,0,0,0,0,3,11,0,73,0.0031816596931659694,Normal Spender,Low Income,Saver,Low Income - Saver,1.1115148798203192,Low Risk,Normal,0.029626623376623376
3665,1977,2n Cycle,Together,25315.0,1,0,07-11-2013,46,1,9,8,11,3,22,3,3,0,3,8,0,0,0,0,0,0,3,11,0,45,0.0017776022121271974,Normal Spender,Low Income,Saver,Low Income - Saver,0.6723217652385141,Low Risk,Normal,0.018262987012987012
10591,1969,Graduation,Widow,43638.0,0,1,06-08-2012,37,63,10,83,7,19,19,2,4,1,4,7,0,0,0,0,0,0,3,11,0,191,0.004376919198863376,Normal Spender,Low Income,Saver,Low Income - Saver,2.631871356907449,Low Risk,Normal,0.07751623376623376
5036,1984,PhD,Single,42710.0,1,0,28-11-2012,38,252,3,42,4,3,102,2,4,5,3,6,0,0,0,0,0,0,3,11,0,403,0.009435729337391712,Normal Spender,Low Income,Saver,Low Income - Saver,5.567156897773264,Low Risk,Normal,0.16355519480519481
5547,1982,PhD,Married,84169.0,0,0,07-08-2013,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,1,0,0,0,3,11,1,1900,0.022573631622093644,Normal Spender,Low Income,Saver,Low Income - Saver,24.713271096663437,Low Risk,Normal,0.7711038961038961
7822,1976,Graduation,Together,54058.0,0,1,04-06-2013,56,198,18,252,32,108,54,2,4,6,8,3,0,0,0,0,0,0,3,11,0,644,0.011913130341485072,Normal Spender,Low Income,Saver,Low Income - Saver,8.674828214813045,Low Risk,Normal,0.26136363636363635
8541,1990,2n Cycle,Married,24683.0,1,0,08-03-2014,98,8,4,10,6,7,6,2,2,0,4,5,0,0,0,0,0,0,3,11,0,37,0.0014990074140096422,Normal Spender,Low Income,Saver,Low Income - Saver,0.555417531967688,Low Risk,Normal,0.015016233766233766
10955,1964,Graduation,Widow,85620.0,0,0,07-01-2014,68,416,46,925,60,107,46,1,3,6,4,1,0,0,0,0,0,0,3,11,1,1554,0.018149964961457602,Normal Spender,Low Income,Saver,Low Income - Saver,20.19095209275658,Low Risk,Normal,0.6306818181818182
4368,1980,Graduation,Married,47850.0,1,0,03-12-2013,72,42,7,43,20,12,10,1,3,0,4,6,0,0,0,0,0,0,3,11,0,127,0.0026541274817136885,Normal Spender,Low Income,Saver,Low Income - Saver,1.7320551574861918,Low Risk,Normal,0.05154220779220779
9671,1968,Graduation,Married,19514.0,1,1,26-01-2014,47,14,3,21,2,1,28,4,3,1,2,8,1,0,0,0,0,0,3,11,1,66,0.0033821871476888386,Normal Spender,Low Income,Saver,Low Income - Saver,1.040324528909647,Low Risk,Normal,0.026785714285714284
2256,1973,Master,Married,27159.0,1,1,29-03-2014,33,17,0,3,0,0,1,2,1,0,3,6,0,0,0,0,0,0,3,11,0,21,0.0007732243455208218,Normal Spender,Low Income,Saver,Low Income - Saver,0.3098075223682757,Low Risk,Normal,0.008522727272727272
4279,1963,2n Cycle,Single,39548.0,1,1,31-03-2014,87,15,4,10,3,4,18,2,1,1,3,3,0,0,0,0,0,0,3,11,0,50,0.0012642864367351067,Normal Spender,Low Income,Saver,Low Income - Saver,0.6972662843376912,Low Risk,Normal,0.020292207792207792
5371,1989,Graduation,Single,21474.0,1,0,08-04-2014,0,6,16,24,11,0,34,2,3,1,2,7,1,0,0,0,0,0,3,11,1,75,0.003492595697122101,Normal Spender,Low Income,Saver,Low Income - Saver,1.1576310494478976,Low Risk,Normal,0.030438311688311688
9240,1971,PhD,Single,60504.0,0,1,07-02-2014,73,458,0,24,6,4,34,2,6,2,8,6,0,0,0,0,0,0,3,11,0,526,0.00869364008991141,Normal Spender,Low Income,Saver,Low Income - Saver,7.012775585514578,Low Risk,Normal,0.21347402597402598
9460,1963,Graduation,Married,22419.0,0,0,18-04-2013,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,3,11,0,159,0.0070921985815602835,Normal Spender,Low Income,Saver,Low Income - Saver,2.4323305240858435,Low Risk,Normal,0.06452922077922078
9504,1949,Master,Married,81698.0,0,0,06-11-2013,4,179,28,520,111,123,47,1,3,8,13,1,0,0,0,0,0,0,3,11,1,980,0.011995397684153836,Normal Spender,Low Income,Saver,Low Income - Saver,12.77149601970895,Low Risk,Normal,0.3977272727272727
8692,1952,Graduation,Together,43462.0,1,1,12-09-2012,50,90,17,97,15,6,15,6,4,1,5,8,0,0,0,0,0,0,3,11,0,223,0.005130918963692421,Normal Spender,Low Income,Saver,Low Income - Saver,3.074261730055872,Low Risk,Normal,0.09050324675324675
448,1978,PhD,Single,54880.0,1,0,01-03-2013,57,308,85,137,102,45,118,2,6,2,11,5,0,0,0,0,0,0,3,11,0,710,0.01293731778425656,Normal Spender,Low Income,Saver,Low Income - Saver,9.550092764378478,Low Risk,Normal,0.28814935064935066
8314,1982,Graduation,Married,79908.0,0,0,05-04-2013,30,557,129,761,29,185,111,1,5,6,7,2,0,0,1,0,0,0,3,11,0,1643,0.02056114531711468,Normal Spender,Low Income,Saver,Low Income - Saver,21.443338613756467,Low Risk,Normal,0.666801948051948
8420,1970,2n Cycle,Married,15315.0,0,0,03-08-2013,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,3,11,0,60,0.0039177277179236044,Normal Spender,Low Income,Saver,Low Income - Saver,1.0047604207741327,Low Risk,Normal,0.024350649350649352
3174,1959,Graduation,Together,87771.0,0,1,22-05-2013,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,0,3,11,1,1919,0.02186371352724704,Normal Spender,Low Income,Saver,Low Income - Saver,24.89490799885534,Low Risk,Normal,0.778814935064935
7685,1978,Graduation,Married,33039.0,1,0,09-09-2013,4,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,3,11,0,70,0.002118708193347256,Normal Spender,Low Income,Saver,Low Income - Saver,1.0005823008070351,Low Risk,Normal,0.028409090909090908
3179,1980,Graduation,Single,81741.0,0,0,16-06-2013,75,249,153,940,58,134,38,0,6,6,7,2,0,0,0,0,0,0,3,11,0,1419,0.017359709325797335,Normal Spender,Low Income,Saver,Low Income - Saver,18.491965367091527,Low Risk,Normal,0.5758928571428571
9780,1971,Master,Together,71499.0,0,1,25-06-2013,12,465,25,132,136,0,37,2,8,3,13,4,0,0,0,0,0,0,3,11,0,770,0.01076938138994951,Normal Spender,Low Income,Saver,Low Income - Saver,10.128856697296465,Low Risk,Normal,0.3125
10681,1970,2n Cycle,Married,62466.0,0,1,15-01-2014,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,3,11,0,760,0.012166618640540455,Normal Spender,Low Income,Saver,Low Income - Saver,10.104910058084585,Low Risk,Normal,0.30844155844155846
10232,1963,PhD,Divorced,48799.0,0,1,05-11-2013,9,174,18,81,28,6,24,3,3,2,7,3,0,0,0,0,0,0,3,11,0,313,0.006414065862005369,Normal Spender,Low Income,Saver,Low Income - Saver,4.2598612337169985,Low Risk,Normal,0.12702922077922077
4184,1950,PhD,Together,52157.0,0,1,07-06-2014,48,189,2,29,3,2,40,2,3,2,5,4,0,0,0,0,0,0,3,11,0,263,0.005042467933355063,Normal Spender,Low Income,Saver,Low Income - Saver,3.555083144945244,Low Risk,Normal,0.10673701298701299
9120,1962,Graduation,Single,66565.0,0,1,05-12-2012,80,747,10,161,65,40,42,4,4,2,9,8,0,0,0,0,0,0,3,11,0,1055,0.015849169984225944,Normal Spender,Low Income,Saver,Low Income - Saver,13.954409431363345,Low Risk,Normal,0.4281655844155844
891,1951,Master,Together,29298.0,1,1,07-09-2013,60,6,0,2,2,0,1,1,1,0,2,5,0,0,0,0,0,0,3,11,0,11,0.00037545224930029354,Normal Spender,Low Income,Saver,Low Income - Saver,0.16021022887959194,Low Risk,Normal,0.004464285714285714
10381,1979,Graduation,Single,47691.0,0,1,05-07-2013,43,14,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,3,11,0,21,0.00044033465433729633,Normal Spender,Low Income,Saver,Low Income - Saver,0.28650524398542887,Low Risk,Normal,0.008522727272727272
3525,1970,Graduation,Together,38200.0,1,1,07-12-2012,19,12,0,4,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,17,0.0004450261780104712,Normal Spender,Low Income,Saver,Low Income - Saver,0.23813235194125246,Low Risk,Normal,0.006899350649350649
6818,1974,Graduation,Married,44989.0,0,1,12-09-2012,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,3,11,0,369,0.008202004934539554,Normal Spender,Low Income,Saver,Low Income - Saver,5.066835150612574,Low Risk,Normal,0.1497564935064935
3526,1968,PhD,Married,38443.0,1,1,27-01-2014,58,32,0,5,0,0,1,2,1,0,3,7,0,0,0,0,0,0,3,11,0,38,0.0009884764456468019,Normal Spender,Low Income,Saver,Low Income - Saver,0.5318556888576137,Low Risk,Normal,0.015422077922077922
8181,1978,2n Cycle,Single,38593.0,1,0,13-09-2013,42,51,12,49,17,24,24,3,4,1,3,8,0,0,0,0,0,0,3,11,0,165,0.004275386728163138,Normal Spender,Low Income,Saver,Low Income - Saver,2.308205642399991,Low Risk,Normal,0.06696428571428571
1029,1970,PhD,Together,64413.0,0,1,01-08-2013,27,200,5,44,0,10,20,1,5,1,5,5,0,0,0,0,0,0,3,11,0,274,0.004253799698818561,Normal Spender,Low Income,Saver,Low Income - Saver,3.6338049399562604,Low Risk,Normal,0.1112012987012987
7369,1981,Master,Married,36959.0,1,0,02-10-2013,56,25,6,25,6,0,0,2,2,0,3,8,0,0,0,0,0,0,3,11,0,56,0.001515192510619876,Normal Spender,Low Income,Saver,Low Income - Saver,0.787881657561573,Low Risk,Normal,0.022727272727272728
2574,1977,PhD,Married,61996.0,0,1,31-01-2013,27,1050,12,144,0,0,24,3,6,4,8,5,0,1,0,1,1,0,3,11,1,1218,0.019646428801858185,Normal Spender,Low Income,Saver,Low Income - Saver,16.204795470675528,Low Risk,Normal,0.4943181818181818
8159,1968,Graduation,Married,51287.0,1,1,01-04-2014,10,117,0,22,13,0,30,3,4,1,3,7,0,0,0,0,0,0,3,11,0,182,0.003548657554545986,Normal Spender,Low Income,Saver,Low Income - Saver,2.46431511972731,Low Risk,Normal,0.07386363636363637
1160,1970,Graduation,Married,13260.0,1,1,23-08-2013,48,9,4,17,10,2,7,4,3,0,3,8,0,0,0,0,0,0,3,11,0,45,0.003393665158371041,Normal Spender,Low Income,Saver,Low Income - Saver,0.7854461714755832,Low Risk,Normal,0.018262987012987012
10242,1966,PhD,Together,47472.0,1,1,16-09-2013,39,56,0,11,0,0,8,2,2,0,4,5,0,0,0,0,0,0,3,11,0,75,0.0015798786653185035,Normal Spender,Low Income,Saver,Low Income - Saver,1.0237408572216458,Low Risk,Normal,0.030438311688311688
5253,1956,Master,Together,54603.0,1,1,09-07-2013,85,145,13,46,17,2,4,6,4,2,4,7,0,0,0,0,0,0,3,11,0,214,0.0039191985788326646,Normal Spender,Low Income,Saver,Low Income - Saver,2.879863381037767,Low Risk,Normal,0.08685064935064934
5966,1974,PhD,Married,45207.0,1,1,10-11-2012,64,203,0,10,0,0,2,5,3,1,6,6,0,1,0,0,0,0,3,11,0,215,0.0047559006348574335,Normal Spender,Low Income,Saver,Low Income - Saver,2.9506078496348254,Low Risk,Normal,0.0872564935064935
5314,1951,Graduation,Together,40689.0,0,1,18-03-2013,69,270,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0,0,3,11,0,441,0.010838310108383101,Normal Spender,Low Income,Saver,Low Income - Saver,6.1279998894049985,Low Risk,Normal,0.17897727272727273
5081,1967,2n Cycle,Together,47821.0,1,1,20-10-2013,54,9,0,16,6,6,10,1,1,0,3,8,0,0,0,0,0,0,3,11,0,47,0.0009828318102925494,Normal Spender,Low Income,Saver,Low Income - Saver,0.6410384864607381,Low Risk,Normal,0.019074675324675324
